H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
1.309090909,3,0.461818182,0.290909091,428,0.005204101,0.052041014,0.054379435,0.955963637
1.309090909,2.481818182,0.461818182,1.487272727,460,0.005524398,0.055243978,0.05069461,0.790842645
1.309090909,2.222727273,1.316363636,1.658181818,371,0.006476405,0.064764046,0.177861074,2.018882975
1.481818182,1.963636364,1.487272727,0.974545455,410,0.005321684,0.053216837,0.119867295,2.015119339
1.481818182,1.963636364,0.12,2,500,0.006103691,0.061036907,0.01272267,0.162589091
1.136363636,0.409090909,1.829090909,0.632727273,437,0.005207406,0.052074063,0.029406881,0.516302479
1.654545455,3,1.316363636,0.632727273,300,0.000538356,0.005383562,0.001658775,2.724872727
1.481818182,1.963636364,0.974545455,1.316363636,387,0.005904471,0.059044705,0.09668876,1.320420497
1.654545455,0.927272727,0.290909091,1.658181818,401,0.006504701,0.065047006,0.016541326,0.186128926
1.481818182,0.409090909,1.658181818,0.974545455,366,0.00637009,0.063700903,0.039892758,0.468059504
0.963636364,1.963636364,0.290909091,1.829090909,335,0.000693714,0.00693714,0.00039841,0.394155372
1.136363636,1.963636364,1.316363636,0.461818182,457,0.005512123,0.055121228,0.113821845,1.783553058
1.654545455,3,1.829090909,1.829090909,330,0.000683228,0.006832282,0.003712265,3.786218182
0.618181818,2.481818182,0.632727273,0.632727273,330,0.006045335,0.06045335,0.083172196,1.083516695
0.618181818,1.186363636,0.461818182,1.829090909,424,0.005292161,0.052921611,0.02223852,0.378040166
2,0.409090909,0.290909091,0.632727273,497,0.006494564,0.064945637,0.007274916,0.082115702
1.827272727,2.740909091,0.974545455,0.290909091,387,0.00533794,0.053379404,0.11030497,1.843086943
0.790909091,0.668181818,0.461818182,2,345,0.005603806,0.056038058,0.014043739,0.212919173
0.790909091,2.222727273,0.803636364,1.316363636,345,0.000662078,0.00662078,0.001134789,1.23252248
1.309090909,0.927272727,2,1.829090909,358,0.000664032,0.00664032,0.001185131,1.279636363
1.309090909,1.704545455,0.632727273,1.829090909,409,0.006795823,0.067958232,0.0721872,0.744173554
2,1.963636364,0.12,0.461818182,316,0.000623386,0.006233861,0.000132711,0.162589091
1.309090909,0.409090909,0.974545455,0.632727273,382,0.006371116,0.063711155,0.023453291,0.275087603
2,1.704545455,1.487272727,0.461818182,413,0.005108414,0.051084137,0.095878721,1.749235537
0.963636364,0.927272727,0.461818182,1.487272727,442,0.005267875,0.052678747,0.017222663,0.295479669
0.963636364,2.740909091,1.487272727,0.803636364,478,0.005740748,0.057407481,0.194703221,2.812770743
0.618181818,0.15,0.632727273,2,419,0.006858316,0.068583162,0.006469843,0.065487273
1.827272727,1.186363636,1.316363636,0.632727273,412,0.006775883,0.067758827,0.103914552,1.077563306
1.654545455,2.481818182,0.632727273,0.290909091,470,0.005574791,0.055747905,0.070728513,1.083516695
1.136363636,3,1.316363636,2,412,0.006815282,0.068152816,0.265837137,2.724872727
0.963636364,1.445454545,0.461818182,0.803636364,304,0.00066312,0.006631198,0.000425413,0.460600661
1.136363636,1.704545455,0.803636364,0.974545455,362,0.006030725,0.060307248,0.072203475,0.945185951
1.481818182,1.186363636,2,0.974545455,332,0.000641712,0.006417117,0.00141605,1.637181818
0.963636364,1.704545455,0.461818182,0.974545455,353,0.006130125,0.061301246,0.042871544,0.543161157
2,3,1.658181818,0.974545455,305,0.000544134,0.005441336,0.002134595,3.432436363
2,1.445454545,1.658181818,2,416,0.006875612,0.068756115,0.164213991,1.653810247
1.481818182,0.409090909,2,1.829090909,473,0.005937172,0.059371722,0.041798435,0.564545454
1.309090909,0.927272727,0.974545455,1.487272727,346,0.000683161,0.006831613,0.000611233,0.623531901
0.790909091,2.740909091,1.487272727,1.829090909,358,0.00617015,0.061701495,0.224919717,2.812770743
0.963636364,1.704545455,1.316363636,0.461818182,304,0.006262339,0.062623387,0.12752886,1.548223141
0.790909091,1.186363636,0.461818182,0.12,428,0.006975032,0.069750318,0.038630662,0.378040166
0.963636364,0.668181818,0.632727273,0.12,397,0.006998349,0.06998349,0.030009123,0.291716033
1.136363636,2.740909091,0.290909091,1.487272727,306,0.006104334,0.061043342,0.043060537,0.550175207
0.618181818,1.704545455,1.316363636,0.974545455,431,0.005016682,0.050166818,0.081840539,1.548223141
1.654545455,0.668181818,0.974545455,0.632727273,436,0.005667975,0.056679749,0.030318206,0.449309752
0.618181818,2.740909091,1.829090909,0.632727273,397,0.005602541,0.05602541,0.228060945,3.459226612
1.654545455,3,0.974545455,0.632727273,472,0.005925402,0.059254017,0.148768115,2.017309092
1.136363636,0.15,0.461818182,1.316363636,374,0.006205879,0.062058794,0.003866516,0.047798182
2,2.740909091,0.974545455,1.145454545,440,0.005869157,0.058691568,0.133351856,1.843086943
0.790909091,1.186363636,0.974545455,0.12,444,0.005272994,0.052729939,0.046589213,0.797754049
1.481818182,2.222727273,1.487272727,0.632727273,336,0.00065851,0.006585099,0.002077554,2.281003141
1.309090909,1.704545455,1.487272727,0.974545455,489,0.006175767,0.061757668,0.140130247,1.749235537
1.827272727,0.15,1.145454545,1.658181818,423,0.005023352,0.050233523,0.006283582,0.118554546
1.827272727,0.927272727,0.803636364,1.145454545,332,0.000686794,0.006867944,0.000509415,0.514181157
2,2.740909091,0.461818182,0.12,302,0.000647583,0.006475827,0.00076932,0.873403141
0.963636364,3,0.632727273,0.974545455,415,0.006827163,0.068271625,0.128223964,1.309745455
1.654545455,1.186363636,0.12,2,447,0.005142152,0.051421521,0.005455566,0.098230909
0.618181818,2.740909091,1.829090909,2,442,0.005566207,0.055662068,0.225112446,3.459226612
0.963636364,1.445454545,1.829090909,1.145454545,421,0.00699782,0.069978202,0.187636014,1.82426876
1.827272727,1.445454545,1.658181818,0.290909091,444,0.005835599,0.058355992,0.118292827,1.653810247
1.481818182,0.15,1.145454545,1.658181818,419,0.00680508,0.068050796,0.011531517,0.118554546
1.309090909,3,1.829090909,0.632727273,312,0.000505278,0.005052776,0.002030334,3.786218182
0.445454545,0.15,0.803636364,0.290909091,431,0.005007188,0.050071881,0.004380156,0.083176364
1.654545455,1.186363636,0.461818182,1.316363636,301,0.000672278,0.006722784,0.000358871,0.378040166
1.309090909,3,1.487272727,2,418,0.006922982,0.069229815,0.309919655,3.078654545
0.618181818,0.409090909,0.461818182,0.12,340,0.006063466,0.060634664,0.010066621,0.130358678
0.445454545,1.963636364,2,1.145454545,487,0.005768423,0.057684226,0.189389593,2.709818182
0.445454545,0.927272727,1.145454545,0.290909091,303,0.000572495,0.005724951,0.000504522,0.732882644
1.136363636,1.186363636,0.12,0.12,387,0.006693585,0.066935847,0.009244161,0.098230909
1.136363636,0.668181818,0.290909091,0.632727273,478,0.005862623,0.05862623,0.009682484,0.134122314
0.618181818,1.445454545,0.461818182,0.974545455,410,0.005065512,0.050655124,0.024824079,0.460600661
1.136363636,0.668181818,1.145454545,2,306,0.006876322,0.068763221,0.052448835,0.528106611
0.790909091,0.15,1.145454545,0.461818182,393,0.00650929,0.0650929,0.010550846,0.118554546
1.136363636,3,0.632727273,1.316363636,318,0.000641196,0.00641196,0.00113102,1.309745455
0.445454545,1.704545455,0.12,0.803636364,475,0.005722167,0.057221674,0.009706482,0.141136364
1.827272727,1.963636364,0.290909091,1.316363636,470,0.005674665,0.056746651,0.026659361,0.394155372
0.963636364,1.445454545,0.461818182,2,497,0.005966231,0.059662313,0.034437098,0.460600661
1.481818182,2.481818182,0.632727273,0.461818182,466,0.005739987,0.057399869,0.074982381,1.083516695
1.136363636,1.445454545,0.974545455,2,466,0.005605818,0.056058179,0.064155726,0.971976198
0.963636364,0.15,1.316363636,0.290909091,418,0.006966555,0.069665548,0.013888462,0.136243636
0.445454545,2.740909091,1.145454545,1.316363636,382,0.006269026,0.062690259,0.178823063,2.166314875
0.963636364,1.186363636,0.632727273,0.803636364,397,0.00651732,0.065173198,0.046208658,0.517944793
0.618181818,0.927272727,1.316363636,0.974545455,433,0.005214538,0.052145377,0.048102306,0.842233388
1.827272727,2.740909091,0.803636364,2,332,0.000633733,0.006337328,0.001282087,1.519859009
1.309090909,2.222727273,0.461818182,0.974545455,426,0.006966261,0.06966261,0.072195079,0.708282149
0.790909091,2.222727273,0.803636364,0.290909091,393,0.005183373,0.051833734,0.069553928,1.23252248
0.963636364,0.15,0.290909091,1.829090909,496,0.006011253,0.060112527,0.002285227,0.030109091
1.309090909,1.963636364,1.316363636,0.461818182,368,0.006423859,0.064238594,0.154589469,1.783553058
1.481818182,3,0.974545455,2,307,0.000615815,0.006158147,0.001606846,2.017309092
0.618181818,1.186363636,0.290909091,0.290909091,386,0.006434115,0.06434115,0.020706356,0.238135537
1.309090909,1.704545455,0.632727273,1.145454545,323,0.000646732,0.006467317,0.000653769,0.744173554
0.963636364,1.704545455,0.632727273,1.658181818,331,0.000612379,0.006123792,0.000586161,0.744173554
0.963636364,0.409090909,0.12,0.290909091,406,0.006670858,0.066708577,0.003166032,0.033872727
1.136363636,1.186363636,0.461818182,0.632727273,391,0.006534944,0.065349436,0.033909661,0.378040166
1.136363636,2.222727273,0.290909091,1.487272727,324,0.000668487,0.006684868,0.000418774,0.446161984
1.827272727,2.222727273,0.803636364,1.829090909,368,0.006175832,0.061758322,0.098738754,1.23252248
0.790909091,1.704545455,0.290909091,1.829090909,344,0.000607753,0.006077527,0.000265443,0.342148761
1.481818182,0.927272727,0.12,0.12,489,0.006161931,0.061619314,0.006123128,0.076778182
1.481818182,0.15,0.974545455,0.290909091,494,0.006259416,0.062594162,0.008300647,0.100865454
2,0.409090909,2,1.658181818,401,0.006672186,0.066721859,0.052788219,0.564545454
0.963636364,0.668181818,0.12,0.974545455,474,0.006441071,0.064410709,0.004821065,0.055325454
1.827272727,1.963636364,0.290909091,2,317,0.000638464,0.006384636,0.000337475,0.394155372
0.445454545,0.927272727,0.803636364,0.290909091,315,0.000697941,0.006979411,0.000526085,0.514181157
1.654545455,0.15,0.632727273,1.829090909,474,0.006491865,0.064918649,0.005796925,0.065487273
0.445454545,2.222727273,1.145454545,0.12,468,0.00563414,0.056341401,0.117130563,1.756762809
1.309090909,0.927272727,0.461818182,1.829090909,425,0.005169443,0.05169443,0.016585055,0.295479669
1.481818182,3,0.632727273,0.290909091,440,0.005367489,0.053674893,0.079255807,1.309745455
0.445454545,1.963636364,2,0.632727273,395,0.006782089,0.067820887,0.261799554,2.709818182
0.618181818,2.481818182,0.290909091,0.461818182,417,0.006904377,0.069043774,0.049880088,0.498168595
1.654545455,2.740909091,1.829090909,1.829090909,379,0.005630368,0.056303683,0.230332086,3.459226612
1.481818182,1.704545455,1.487272727,1.487272727,386,0.006786173,0.067861725,0.169199821,1.749235537
2,3,0.290909091,1.829090909,449,0.006376025,0.063760246,0.051419687,0.602181818
0.618181818,2.481818182,1.829090909,1.829090909,475,0.005734982,0.057349818,0.216381561,3.132235041
2,1.186363636,0.803636364,0.632727273,409,0.005495701,0.054957012,0.041732513,0.657849422
0.963636364,3,0.290909091,0.632727273,430,0.005128578,0.051285778,0.033267744,0.602181818
0.963636364,0.668181818,2,1.658181818,327,0.000600843,0.006008432,0.000699194,0.922090909
2,0.927272727,1.829090909,0.632727273,409,0.006749358,0.067493576,0.111974354,1.170285619
0.445454545,1.963636364,0.290909091,0.461818182,487,0.006710999,0.067109994,0.037285817,0.394155372
1.136363636,0.668181818,0.632727273,0.461818182,412,0.005390611,0.053906109,0.017804841,0.291716033
0.963636364,1.963636364,1.829090909,0.461818182,468,0.005434952,0.054349524,0.153758366,2.478251901
0.445454545,0.409090909,1.145454545,0.803636364,424,0.005095153,0.050951526,0.017630433,0.323330578
1.827272727,1.704545455,1.487272727,1.145454545,319,0.000630672,0.006306718,0.001461359,1.749235537
0.790909091,1.186363636,0.974545455,1.145454545,405,0.006914494,0.069144937,0.080110899,0.797754049
0.963636364,0.15,0.290909091,1.316363636,395,0.006681899,0.066818991,0.002823575,0.030109091
2,2.222727273,1.316363636,1.145454545,337,0.000651917,0.00651917,0.001802178,2.018882975
0.790909091,0.15,0.803636364,1.316363636,482,0.005761595,0.057615953,0.005799456,0.083176364
0.445454545,2.740909091,2,1.487272727,420,0.006896826,0.06896826,0.377897549,3.782454546
0.445454545,2.740909091,0.12,0.290909091,445,0.00691113,0.0691113,0.022768001,0.226947273
1.654545455,3,1.487272727,1.316363636,422,0.005761593,0.057615928,0.214658406,3.078654545
2,1.963636364,1.658181818,0.803636364,406,0.006735234,0.067352341,0.214066897,2.24668562
0.790909091,2.740909091,2,1.316363636,313,0.000607479,0.006074793,0.002931828,3.782454546
0.618181818,2.740909091,1.658181818,2,327,0.000699196,0.006991958,0.003220144,3.135998677
1.654545455,1.963636364,0.632727273,0.974545455,500,0.006164721,0.061647214,0.068431402,0.857287935
1.827272727,0.668181818,2,1.316363636,499,0.005967977,0.059679769,0.068981054,0.922090909
1.827272727,3,0.290909091,1.145454545,398,0.006707325,0.067073248,0.056902079,0.602181818
1.654545455,1.963636364,2,1.658181818,499,0.006285062,0.06285062,0.224833543,2.709818182
1.827272727,0.15,1.829090909,0.803636364,365,0.006053747,0.060537471,0.01457223,0.189310909
1.654545455,1.704545455,0.632727273,0.974545455,343,0.000614488,0.006144881,0.000590205,0.744173554
1.827272727,2.740909091,1.145454545,0.974545455,313,0.000630989,0.006309887,0.001811618,2.166314875
1.481818182,0.668181818,0.974545455,0.290909091,479,0.006220362,0.062203615,0.03651564,0.449309752
1.136363636,3,0.632727273,1.487272727,408,0.006912132,0.069121315,0.131435506,1.309745455
0.445454545,2.740909091,0.632727273,0.12,399,0.006593798,0.065937983,0.10927817,1.196631075
1.481818182,1.445454545,1.487272727,0.632727273,323,0.000658339,0.006583385,0.001350344,1.483351735
2,0.409090909,0.974545455,0.461818182,479,0.005729053,0.057290533,0.018964376,0.275087603
0.963636364,1.704545455,0.12,1.145454545,420,0.005182209,0.051822092,0.007961055,0.141136364
0.618181818,0.927272727,2,0.12,475,0.005933596,0.059335961,0.094629022,1.279636363
1.136363636,2.222727273,0.974545455,0.12,432,0.005545015,0.05545015,0.096526073,1.494642646
0.963636364,0.668181818,1.487272727,0.803636364,365,0.00603594,0.060359402,0.052471809,0.685700331
0.445454545,3,0.803636364,0.461818182,408,0.006783237,0.067832365,0.160770241,1.663527273
1.827272727,0.927272727,1.145454545,0.12,461,0.00563914,0.056391399,0.048951048,0.732882644
1.654545455,0.927272727,1.658181818,0.461818182,483,0.006442216,0.064422156,0.092482818,1.060934875
1.654545455,0.927272727,0.803636364,1.829090909,339,0.006857072,0.068570717,0.050780311,0.514181157
0.963636364,0.409090909,0.803636364,1.658181818,458,0.005403051,0.054030511,0.013909402,0.226844628
0.618181818,0.927272727,0.461818182,1.145454545,411,0.00500054,0.050005399,0.015518982,0.295479669
0.963636364,0.927272727,0.974545455,1.487272727,398,0.006788964,0.06788964,0.06036254,0.623531901
1.481818182,0.927272727,1.829090909,0.632727273,342,0.000668902,0.006689023,0.001099814,1.170285619
1.309090909,2.740909091,0.632727273,1.829090909,319,0.000666443,0.006664426,0.001116317,1.196631075
1.309090909,2.481818182,0.12,0.632727273,311,0.000666526,0.006665261,0.00019175,0.205494546
0.963636364,0.409090909,0.974545455,1.316363636,362,0.006025398,0.060253979,0.020977045,0.275087603
0.445454545,1.704545455,0.290909091,0.290909091,440,0.005478963,0.054789627,0.021573146,0.342148761
1.654545455,1.704545455,0.461818182,0.803636364,327,0.000653971,0.006539711,0.000487919,0.543161157
0.445454545,2.740909091,0.290909091,1.316363636,349,0.000642861,0.006428607,0.00047757,0.550175207
1.654545455,1.963636364,0.803636364,2,345,0.006995637,0.069956369,0.111924735,1.088854216
1.481818182,0.927272727,1.487272727,1.316363636,305,0.000575144,0.00575144,0.000661153,0.951584132
1.309090909,0.409090909,0.461818182,0.461818182,477,0.005651676,0.056516763,0.008745735,0.130358678
0.963636364,0.668181818,0.974545455,0.461818182,421,0.006999172,0.069991715,0.046231814,0.449309752
2,2.222727273,0.12,0.461818182,485,0.005911299,0.059112993,0.013507788,0.184041818
1.309090909,2.222727273,0.12,0.803636364,422,0.006838256,0.068382556,0.018076277,0.184041818
0.618181818,0.409090909,1.145454545,0.974545455,405,0.005021665,0.050216645,0.017125529,0.323330578
0.963636364,2.740909091,1.658181818,1.145454545,384,0.006277001,0.062770009,0.259526716,3.135998677
1.136363636,2.222727273,1.145454545,2,343,0.000695492,0.00695492,0.00178484,1.756762809
0.445454545,1.445454545,0.974545455,0.461818182,416,0.006899047,0.06899047,0.097170773,0.971976198
1.481818182,3,2,0.12,487,0.005879086,0.058790855,0.300553446,4.14
2,3,0.632727273,0.632727273,431,0.006994304,0.069943037,0.134579122,1.309745455
1.136363636,0.668181818,0.461818182,1.316363636,352,0.006445605,0.064456047,0.018579924,0.212919173
2,1.186363636,0.290909091,0.803636364,308,0.000696621,0.006966212,0.000242728,0.238135537
1.136363636,1.704545455,0.290909091,0.290909091,365,0.006504764,0.065047643,0.030407444,0.342148761
0.445454545,0.668181818,0.974545455,1.658181818,483,0.005707629,0.05707629,0.030743912,0.449309752
0.963636364,0.409090909,1.487272727,1.658181818,317,0.000599111,0.00599111,0.000316502,0.419816529
0.445454545,0.15,2,1.487272727,449,0.00675196,0.067519596,0.019821286,0.207
0.445454545,1.963636364,1.145454545,1.145454545,350,0.000675562,0.006755624,0.001487719,1.551986777
0.445454545,0.409090909,1.145454545,0.12,497,0.060692323,0.606923234,2.501589954,0.323330578
1.481818182,2.740909091,2,0.803636364,373,0.006518044,0.065180437,0.337528207,3.782454546
1.481818182,1.963636364,1.829090909,0.461818182,423,0.006939185,0.069391852,0.250647988,2.478251901
0.790909091,2.222727273,0.974545455,0.974545455,356,0.006221398,0.062213981,0.121510882,1.494642646
0.618181818,1.445454545,1.487272727,0.461818182,385,0.006320872,0.063208721,0.124480111,1.483351735
1.654545455,0.15,0.974545455,1.145454545,462,0.005560405,0.055604052,0.006550239,0.100865454
1.309090909,0.15,0.632727273,0.803636364,361,0.006112231,0.061122314,0.00513876,0.065487273
1.481818182,1.963636364,0.632727273,0.12,355,0.00631114,0.0631114,0.07172064,0.857287935
0.790909091,2.481818182,0.12,0.974545455,328,0.000648903,0.006489029,0.000181745,0.205494546
1.654545455,2.222727273,1.658181818,1.145454545,497,0.006006122,0.060061223,0.192689291,2.543123306
1.827272727,2.740909091,0.632727273,0.632727273,490,0.005892705,0.058927049,0.087275326,1.196631075
0.618181818,0.927272727,1.145454545,1.487272727,313,0.000651719,0.006517191,0.000653818,0.732882644
1.136363636,0.668181818,1.316363636,0.974545455,378,0.006281703,0.06281703,0.050300956,0.60690347
0.790909091,0.927272727,1.487272727,2,316,0.000687779,0.006877794,0.000945469,0.951584132
0.445454545,0.668181818,1.658181818,0.290909091,414,0.006937823,0.069378227,0.077290142,0.76449719
0.618181818,0.15,2,1.145454545,411,0.00668142,0.066814204,0.019409295,0.207
0.618181818,2.740909091,0.974545455,0.803636364,372,0.006149714,0.06149714,0.146405529,1.843086943
2,0.668181818,2,0.461818182,381,0.006329506,0.063295055,0.077591674,0.922090909
2,2.740909091,1.316363636,1.658181818,334,0.000682072,0.006820721,0.002432663,2.489542809
0.790909091,1.704545455,0.461818182,0.461818182,490,0.006342347,0.063423468,0.045891314,0.543161157
0.790909091,0.927272727,0.974545455,1.658181818,356,0.000608479,0.006084788,0.000484899,0.623531901
1.136363636,2.222727273,1.145454545,0.632727273,366,0.006019613,0.060196132,0.133706376,1.756762809
0.618181818,0.409090909,0.974545455,0.803636364,307,0.00613736,0.061373601,0.021763866,0.275087603
2,1.445454545,1.487272727,0.632727273,363,0.000636205,0.006362048,0.001261072,1.483351735
0.963636364,3,0.974545455,1.316363636,305,0.006213408,0.062134079,0.163581428,2.017309092
1.827272727,0.409090909,0.974545455,1.145454545,440,0.005180141,0.051801409,0.015504436,0.275087603
1.309090909,1.186363636,0.803636364,0.632727273,300,0.000655981,0.006559813,0.000594581,0.657849422
1.481818182,1.963636364,1.487272727,0.803636364,343,0.000613296,0.006132956,0.001591997,2.015119339
1.827272727,0.927272727,1.316363636,0.290909091,356,0.000622766,0.006227658,0.000686094,0.842233388
0.790909091,2.481818182,1.316363636,0.803636364,393,0.006674072,0.066740715,0.210900912,2.254212892
1.827272727,1.963636364,1.829090909,1.487272727,424,0.005054765,0.050547652,0.132999265,2.478251901
1.827272727,0.409090909,1.829090909,0.290909091,442,0.005098507,0.05098507,0.028189805,0.516302479
0.963636364,2.481818182,0.461818182,1.145454545,404,0.00666339,0.066633895,0.073753443,0.790842645
0.445454545,0.409090909,0.803636364,1.829090909,403,0.006655311,0.066553113,0.021104111,0.226844628
1.136363636,2.481818182,1.145454545,1.658181818,415,0.006917236,0.069172357,0.197135065,1.961538842
0.618181818,0.668181818,0.290909091,1.316363636,383,0.006480296,0.064802959,0.011830212,0.134122314
0.963636364,2.222727273,1.829090909,0.290909091,364,0.000638908,0.006389075,0.002405184,2.805243471
0.963636364,1.186363636,0.974545455,0.461818182,483,0.005760679,0.057606788,0.055605552,0.797754049
1.481818182,3,1.145454545,0.632727273,415,0.005013705,0.050137046,0.125189386,2.371090908
2,0.668181818,0.974545455,1.316363636,413,0.005218342,0.052183415,0.025698789,0.449309752
1.136363636,1.704545455,0.974545455,0.12,386,0.006278666,0.062786659,0.094906585,1.146198348
0.445454545,1.963636364,0.632727273,1.145454545,449,0.006474622,0.064746221,0.07548443,0.857287935
2,2.740909091,0.290909091,1.487272727,486,0.005728757,0.057287574,0.037924835,0.550175207
1.136363636,1.186363636,0.12,2,302,0.000694359,0.006943586,9.95E-05,0.098230909
2,1.186363636,0.803636364,1.316363636,477,0.005831692,0.058316924,0.046991308,0.657849422
1.827272727,1.963636364,0.461818182,1.145454545,497,0.006086541,0.06086541,0.048688243,0.625721653
0.790909091,1.186363636,0.290909091,0.974545455,327,0.000666207,0.006662071,0.000221996,0.238135537
2,1.186363636,1.316363636,1.316363636,410,0.005466001,0.054660006,0.06762137,1.077563306
1.481818182,2.740909091,1.316363636,1.829090909,449,0.005359051,0.053590513,0.150174864,2.489542809
1.136363636,1.704545455,1.316363636,1.487272727,337,0.00061324,0.006132402,0.001222916,1.548223141
2,1.186363636,0.290909091,0.12,355,0.000686984,0.006869836,0.000236058,0.238135537
0.445454545,0.15,1.316363636,1.829090909,360,0.006022505,0.060225049,0.010379403,0.136243636
0.618181818,1.963636364,1.145454545,1.316363636,428,0.005439209,0.05439209,0.096440916,1.551986777
0.618181818,1.186363636,0.974545455,0.974545455,309,0.00066654,0.0066654,0.000744429,0.797754049
0.618181818,0.927272727,0.12,2,330,0.00676989,0.067698896,0.007390993,0.076778182
0.963636364,2.740909091,0.974545455,0.974545455,323,0.000654946,0.006549464,0.001660578,1.843086943
0.963636364,0.668181818,0.803636364,0.632727273,365,0.006166874,0.061668738,0.029596153,0.370512893
0.618181818,2.222727273,0.803636364,1.829090909,482,0.005698767,0.056987674,0.084073384,1.23252248
1.654545455,0.15,0.290909091,1.316363636,374,0.006363218,0.063632175,0.002560666,0.030109091
1.309090909,2.481818182,0.803636364,1.658181818,417,0.006814359,0.068143591,0.134224095,1.376190745
0.790909091,1.445454545,1.487272727,1.316363636,393,0.00649171,0.064917097,0.131299824,1.483351735
1.136363636,1.186363636,1.145454545,1.316363636,308,0.000618176,0.006181755,0.00075261,0.937658677
1.654545455,0.15,0.290909091,0.290909091,404,0.005721739,0.057217394,0.002070406,0.030109091
1.827272727,2.222727273,0.974545455,0.290909091,441,0.005210454,0.052104543,0.085229584,1.494642646
1.136363636,0.409090909,1.658181818,1.316363636,319,0.006400511,0.064005108,0.040274685,0.468059504
0.445454545,2.740909091,1.658181818,1.145454545,396,0.006681376,0.066813757,0.294042073,3.135998677
2,0.927272727,1.658181818,0.632727273,378,0.006445114,0.064451135,0.09256604,1.060934875
0.790909091,0.409090909,0.12,2,470,0.00607414,0.060741399,0.002624953,0.033872727
1.136363636,2.740909091,1.316363636,1.829090909,436,0.005164682,0.051646816,0.139478903,2.489542809
1.481818182,1.186363636,0.632727273,1.829090909,498,0.006083977,0.060839769,0.040268032,0.517944793
1.481818182,0.668181818,2,2,431,0.006967866,0.069678662,0.09403189,0.922090909
1.654545455,0.15,1.316363636,0.290909091,412,0.006361047,0.063610466,0.011579111,0.136243636
1.136363636,0.927272727,0.290909091,0.290909091,401,0.006510176,0.065101764,0.016569187,0.186128926
0.445454545,2.222727273,2,1.145454545,365,0.006619764,0.06619764,0.282326794,3.067363637
0.445454545,0.409090909,1.829090909,1.145454545,460,0.005382714,0.053827137,0.031420174,0.516302479
1.654545455,0.668181818,0.290909091,1.316363636,402,0.006981061,0.069810605,0.013729214,0.134122314
1.136363636,1.704545455,0.290909091,1.487272727,302,0.000504434,0.005044343,0.000182863,0.342148761
1.309090909,1.704545455,0.632727273,1.316363636,362,0.006024807,0.060248074,0.05673648,0.744173554
1.309090909,1.963636364,1.658181818,1.487272727,354,0.000624912,0.006249124,0.001842818,2.24668562
1.136363636,0.15,0.632727273,0.803636364,375,0.006814601,0.068146005,0.006387627,0.065487273
1.481818182,2.740909091,2,1.145454545,494,0.006034278,0.060342779,0.289285157,3.782454546
0.618181818,1.186363636,0.461818182,0.461818182,363,0.006116911,0.06116911,0.029710098,0.378040166
0.618181818,0.927272727,0.12,0.12,388,0.006493276,0.064932762,0.00679935,0.076778182
1.654545455,0.15,1.658181818,0.632727273,369,0.006234768,0.062347675,0.014012475,0.171621818
1.654545455,0.15,1.487272727,0.632727273,408,0.006670098,0.066700982,0.014384582,0.153932727
0.618181818,1.963636364,2,0.461818182,410,0.006936177,0.06936177,0.273830806,2.709818182
1.309090909,0.927272727,0.290909091,1.658181818,309,0.000541788,0.005417882,0.000114756,0.186128926
1.481818182,1.704545455,0.290909091,1.145454545,458,0.005443359,0.054433594,0.021293684,0.342148761
1.136363636,0.668181818,0.290909091,1.829090909,498,0.006001672,0.060016721,0.010147227,0.134122314
0.963636364,2.222727273,0.974545455,0.974545455,465,0.005867571,0.058675709,0.108082624,1.494642646
0.790909091,0.409090909,0.632727273,1.487272727,394,0.006472054,0.064720542,0.015713451,0.178601653
0.963636364,3,0.290909091,2,417,0.00693074,0.069307397,0.060755924,0.602181818
1.136363636,0.927272727,1.145454545,2,496,0.006253453,0.062534533,0.06019717,0.732882644
1.309090909,3,0.803636364,0.12,340,0.006351153,0.063511533,0.140940866,1.663527273
1.481818182,1.963636364,1.487272727,0.632727273,466,0.005784484,0.057844842,0.141622373,2.015119339
1.136363636,3,1.487272727,1.145454545,374,0.006094343,0.060943432,0.240168803,3.078654545
0.963636364,1.704545455,1.487272727,0.974545455,407,0.006760211,0.067602106,0.16790768,1.749235537
1.309090909,0.409090909,1.316363636,0.632727273,385,0.00657149,0.065714899,0.033703446,0.371573553
2,0.15,1.658181818,0.974545455,469,0.0056519,0.056518995,0.01151498,0.171621818
1.481818182,2.740909091,0.461818182,0.803636364,453,0.005396959,0.053969593,0.053433652,0.873403141
1.827272727,2.740909091,1.487272727,0.632727273,334,0.000659346,0.006593458,0.0025684,2.812770743
2,2.740909091,0.461818182,0.461818182,496,0.00619374,0.061937398,0.07037566,0.873403141
0.445454545,1.186363636,1.145454545,0.974545455,442,0.005371317,0.053713169,0.056820905,0.937658677
1.827272727,1.704545455,0.632727273,0.290909091,474,0.006646858,0.066468578,0.069057178,0.744173554
1.309090909,1.186363636,1.829090909,0.290909091,467,0.005682011,0.05682011,0.101533222,1.497277189
1.309090909,2.740909091,0.974545455,1.658181818,422,0.006400679,0.064006791,0.158598746,1.843086943
1.136363636,2.222727273,1.829090909,0.290909091,388,0.006545422,0.065454219,0.252433895,2.805243471
1.827272727,3,1.829090909,0.803636364,350,0.006030875,0.060308749,0.289246488,3.786218182
