LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn", PDmax, flux (W)
3.511401183,1.163212723,3.992627317,2.419814181,0.603066812,1.68E-08,316.0746676,0.045591075,-0.012871532,113.4095543,1.126513622
4.231790597,2.759882663,2.907831874,2.006725332,0.674048775,2.82E-08,347.3040285,0.032539993,-0.025846981,44.89610878,0.513921034
4.455405051,1.301656887,4.0887004,3.045350531,0.146610762,1.05E-09,332.0152325,0.038817743,-0.019693827,57.7985656,0.993414521
3.072975584,1.880845034,3.181133896,4.02072392,0.093210679,4.32E-08,481.4672863,0.033113562,-0.025270581,37.22523616,1.168985383
2.828508583,0.626268677,1.915457439,0.603737526,0.756420939,3.00E-08,336.0913434,0.048463921,-0.010067279,175.7735767,0.29214828
2.436923346,0.609702721,3.024995489,4.862300507,0.396203562,1.91E-09,308.0868191,0.0349257,-0.023483571,38.1139649,1.657057802
1.926259645,2.300933032,2.900788638,4.144467136,0.146401264,4.96E-09,417.5251357,0.033985292,-0.024183785,53.59671127,1.711943914
2.455681824,1.611199945,4.205538742,3.880191666,0.736401035,1.89E-08,369.2361851,0.032173102,-0.026090211,61.2476893,2.083101701
3.982458451,1.140730938,4.917772478,3.92174322,0.814246763,9.81E-09,381.1412441,0.041514036,-0.016908958,70.68597137,1.648784038
3.20865544,0.97603374,2.349691544,2.250773193,0.578647572,1.70E-09,323.812549,0.039820624,-0.01869579,69.48072384,0.510149563
4.516354805,2.174883727,3.935258053,3.882292479,0.195113128,1.50E-09,449.6468983,0.038460164,-0.019986146,44.71932521,1.031632294
2.495210065,0.50100386,0.948933518,2.240465939,0.063700224,3.66E-08,420.3107299,0.02917432,-0.029394665,14.21618848,0.253867242
3.231903104,2.514727923,3.995741163,4.544180733,0.680722233,2.05E-09,372.8434089,0.033535079,-0.024746735,41.11866857,1.619212081
3.340883989,0.698124015,2.171376104,1.297500725,0.545125707,2.21E-09,334.3149888,0.045798976,-0.012758622,121.0827877,0.349681015
3.16263723,0.978724037,0.677255733,1.815563409,0.635717428,4.59E-08,418.6903478,0.017736975,-0.040817194,3.333079211,0.122395329
3.661851979,1.465590988,2.134607804,2.981018942,0.781866203,1.68E-08,455.7194559,0.033008144,-0.025459075,27.47555472,0.480699485
1.568450608,1.712146849,3.247892379,1.936449661,0.440804999,1.62E-08,362.4794568,0.040141421,-0.01800879,198.1085416,1.648206462
2.805636999,1.38748779,1.036625755,2.409067604,0.162063922,9.09E-09,305.1720767,0.016446037,-0.042052028,4.127299165,0.263275954
0.969011613,1.301780412,4.658155216,2.715902102,0.895984957,1.37E-08,342.868797,-0.013913158,-0.013914933,38.85352505,5.183078997
2.230300974,2.90979003,0.84952586,4.35359007,0.540735915,1.60E-08,436.4795638,0.032127677,-0.026092712,4.664779805,0.80761608
2.694501809,2.103949203,4.685030239,2.854365141,0.603764707,8.62E-08,497.8192755,0.036089706,-0.0221539,92.34721121,2.013688691
3.435009168,0.558582388,3.682118831,2.131069319,0.890070287,2.79E-09,302.6752479,-0.015443306,-0.015444092,13.56688598,0.935835368
4.777389737,1.575439771,1.983704789,1.614812738,0.888425291,2.69E-09,361.2307124,0.027233038,-0.031276779,24.99307916,0.225908553
3.202929799,2.687521749,2.258376565,2.339041905,0.564885146,1.30E-09,312.4041741,0.030950693,-0.027398063,39.01119612,0.491789837
3.846172623,1.253640466,3.833642141,2.82081247,0.317850282,2.07E-08,363.2698576,0.036547891,-0.021947833,59.89530708,1.006820449
2.778197268,0.736390862,3.206619954,3.857516857,0.947402271,1.25E-08,381.1828686,-0.008896297,-0.008898164,3.160576772,1.269335679
3.353468141,2.395961929,3.522393147,1.044719493,0.662735381,1.67E-09,484.1724184,0.049071244,-0.00925025,150.5465541,0.825296296
0.819194973,2.01503458,2.251240774,1.497241347,0.417593009,5.36E-09,316.1121599,0.039660811,-0.01800781,351.2684915,1.543719893
1.644762114,1.92578127,2.695160668,2.208443071,0.553853123,2.28E-09,455.4268106,0.025454051,-0.032689151,63.06272664,1.203941575
2.128338919,0.633941399,4.954403678,2.121792823,0.424250645,4.60E-09,379.1068792,0.043568305,-0.014785065,188.3489309,2.667822137
2.626220098,0.851247524,1.462652917,2.262866394,0.849474637,7.99E-08,462.2525699,0.033598972,-0.024885948,34.57036269,0.346320501
0.705419355,2.056373491,2.380352839,4.070845691,0.484249437,2.33E-08,402.6804371,0.027334545,-0.029945223,73.65636428,3.706487929
1.130108439,1.019559604,1.813204344,1.958694813,0.791175538,1.04E-09,307.8564078,0.02909729,-0.029074512,93.58821317,0.919702695
1.745664385,1.760175199,3.943001797,2.758541812,0.806158668,3.20E-09,489.2411769,0.036527417,-0.021485802,135.9631231,2.284455553
4.871897109,1.862204215,3.938056815,3.307581648,0.791899104,1.05E-09,316.5468127,0.027806158,-0.030644684,24.94194104,0.883812349
1.991061532,1.208767976,1.816004574,1.544803476,0.699969751,2.69E-08,419.5367005,0.036940569,-0.021441508,106.6600392,0.461687265
2.669184762,2.871062889,0.866256425,3.734129242,0.819389945,8.69E-09,475.5335526,0.027390711,-0.030875106,3.943392026,0.514664951
1.382439707,2.606160267,0.551447045,2.962000939,0.398506622,9.73E-08,315.9539596,0.027012299,-0.031083981,4.858998275,0.597157668
3.24851032,2.305933769,2.4235274,2.510515234,0.153196886,2.93E-08,410.7786777,0.032509859,-0.02589287,42.38553383,0.559043043
1.76307447,0.694984666,2.346519175,4.14402812,0.808208784,1.09E-08,464.8579751,0.032637333,-0.025647526,40.09311426,1.520843588
1.431466603,0.765325048,4.947754454,1.595728666,0.498351574,4.07E-08,497.2649417,0.036472855,-0.021673404,196.8622159,3.815606617
2.824576828,1.731953365,2.614109341,4.474291868,0.164638429,2.57E-08,444.8654802,0.031595678,-0.02678828,24.55269915,1.139462073
0.524776096,0.901783373,1.653882663,3.024719309,0.15378127,3.07E-09,355.6668751,0.032437057,-0.025302981,125.8821545,2.615686303
0.534488147,2.945663659,4.510532485,3.241286957,0.193318155,1.15E-08,439.914066,0.03674134,-0.019640393,434.7757678,9.417921111
1.485809641,0.896300585,2.709805773,4.437765339,0.725875934,1.29E-08,441.1533539,0.022031264,-0.036132087,24.22171082,2.214140641
0.665246131,1.718669589,3.196290358,4.179122095,0.689771006,7.99E-09,439.9932024,0.028793564,-0.028250415,124.8905168,5.466763455
0.986115894,1.410302642,0.930509197,3.20702931,0.233436812,2.28E-09,470.8520874,0.028435575,-0.029665541,17.47758082,1.092488873
2.024872922,2.098466054,2.223123833,3.889344667,0.812231076,2.80E-09,317.4760125,0.025676099,-0.032473426,21.91392599,1.172754673
4.111635558,0.822591022,4.749006535,2.449937706,0.303165316,3.65E-09,321.6839691,0.040332093,-0.018185023,80.36726728,1.314033514
3.074218895,1.57579107,3.152774229,2.963199891,0.763687025,1.05E-09,428.1234248,0.030512195,-0.027877376,43.31282111,0.946608987
2.807004767,1.186762582,2.050258348,0.779315615,0.489925317,6.82E-08,490.7762192,0.038659656,-0.019830957,113.7083218,0.342583849
1.820699704,2.719378812,3.315502313,0.904360631,0.708393814,2.36E-08,393.1677278,0.040310339,-0.017603072,183.7140952,1.327521152
4.692891737,0.60146428,4.596849903,4.232414319,0.393248897,2.39E-08,492.1125403,0.040870594,-0.017651703,51.8059464,1.30810616
2.286567686,2.784318735,1.732957702,0.768522451,0.362426537,1.40E-08,487.6170519,0.045691349,-0.012586372,192.1183543,0.304541521
0.891917451,2.582485346,2.773025233,1.262296065,0.807223639,2.39E-08,480.5819476,0.037205177,-0.019896183,324.8923245,1.961880223
3.276799323,1.243926791,4.814107943,4.081246965,0.081772029,9.20E-08,481.970195,0.03152421,-0.026908459,46.92044065,1.97057077
1.012272771,2.473226637,1.275782645,0.505156778,0.927263253,5.89E-09,479.6637587,-0.011171369,-0.011171555,26.27364145,0.343213242
2.053504143,0.578033901,3.738487665,1.77081948,0.633361602,2.66E-08,463.9778767,0.040670091,-0.017725292,167.3229715,1.601648678
2.783353724,2.917163876,3.265164537,3.12817396,0.439235049,5.24E-09,438.9957917,0.03881319,-0.019435381,76.03315065,1.128614961
4.434001361,1.816487356,3.55853809,3.179524692,0.615249078,5.11E-08,304.8816357,0.029644808,-0.028824492,29.62353753,0.816166325
2.720959612,1.258202565,2.080488338,3.997188087,0.160466852,5.20E-08,326.4507184,0.034789587,-0.023655789,25.92757229,0.855706501
3.660164447,1.406458031,1.912457181,2.776668145,0.51264721,6.38E-08,326.8464109,0.013178499,-0.045328376,4.162039176,0.400007383
4.967675775,0.666013384,3.578943518,2.792308413,0.936585971,1.03E-09,304.7080569,-0.012687016,-0.012687735,5.377960266,0.674911732
1.09170104,2.973373785,1.469944783,3.76389759,0.261742494,3.95E-09,323.3403537,0.02950679,-0.028242042,28.92690838,1.540051715
1.736291865,0.598229863,2.388446352,2.743810085,0.700050289,1.85E-09,483.9492867,0.028044804,-0.030348781,52.94984483,1.08729457
2.27559234,2.137267808,1.346785907,3.23820989,0.441474238,8.09E-09,432.7608574,0.027485444,-0.030845009,13.41910867,0.572713871
2.398226803,1.606839819,0.537371785,4.539983307,0.637212334,9.79E-09,362.4146037,0.030143163,-0.028250809,1.439125792,0.774162825
2.349594839,2.872290545,4.86525812,2.306529534,0.234398506,3.25E-09,458.6720024,0.041954306,-0.016202071,155.2290549,2.352227828
4.584249512,1.114999351,2.442663404,2.233062819,0.473418484,2.80E-08,397.6738974,0.041089432,-0.017468912,53.98859515,0.376904749
3.7131469,1.83021706,4.862073265,0.515970463,0.932083442,3.46E-09,328.4254074,-0.01097038,-0.010970457,3.385937698,1.376296996
3.235573463,1.705890521,1.131455839,3.260418177,0.225758436,5.10E-08,476.9004162,0.034047405,-0.024436625,10.56561561,0.372044257
1.89217723,2.25716611,3.143150508,0.633973583,0.622800525,2.27E-09,367.7323892,0.044854996,-0.01324206,194.5139121,1.136606059
4.207056729,0.67002558,1.404383148,2.768668204,0.568037974,5.43E-09,439.7718461,0.02856934,-0.030012368,10.86693848,0.260767931
4.797772302,0.984472825,4.055333571,4.119052051,0.558546428,1.76E-08,358.1188321,0.02965209,-0.028872755,24.36146256,1.050787172
4.195392271,1.03641205,4.026663449,2.974644817,0.603610961,1.62E-08,400.0142501,0.04518435,-0.013321509,83.75645734,1.020212549
0.507042973,2.345376887,1.006732171,1.713362743,0.502014176,1.43E-09,463.2505423,0.026501353,-0.030593776,97.11009827,0.912512538
3.363806166,0.972846741,4.604290038,4.037757897,0.065237675,4.93E-08,331.3554693,0.030735148,-0.027726967,42.22273816,1.784982293
0.730109216,1.93372941,1.375833412,1.713726518,0.86008713,1.57E-08,495.450279,0.030557793,-0.02690517,136.2098755,0.893724543
1.659232492,1.038109551,3.258398037,3.798643014,0.794280945,5.49E-08,314.0431846,0.038372363,-0.019822371,102.0037899,2.131817322
0.767861152,2.654062375,4.93535129,3.246163048,0.206750913,5.44E-08,406.8017819,0.03579219,-0.021312368,303.459825,7.769506277
3.217079538,2.855463636,4.470784406,1.264983335,0.42194586,1.24E-08,483.2051039,0.045167249,-0.013135145,131.6417666,1.378731923
3.589654611,1.796232437,4.804537679,4.573102437,0.743494083,6.63E-08,489.138777,0.022063953,-0.036294529,19.16586802,1.894267356
1.015194371,1.380772211,2.04169447,1.402896573,0.932056084,4.98E-08,346.4217926,-0.013429035,-0.013429591,31.9478213,0.987773193
2.227274974,1.085144438,0.97509039,4.953141834,0.906023342,8.25E-08,328.7969962,0.003160122,0.003156569,0.045968575,1.050710743
2.55306429,0.624452504,1.34756093,0.532897199,0.85942328,5.02E-08,444.8806001,-0.009853171,-0.009853292,8.107214761,0.161211128
2.160738598,1.17125019,2.752227028,1.685675197,0.192536508,4.39E-08,308.3947137,0.039449111,-0.018964432,137.2190533,0.870769571
1.044612502,2.13558945,4.069533552,1.399371338,0.873027595,8.68E-09,397.0477938,-0.010070163,-0.010070698,20.68461844,3.4412003
2.385265056,1.834042328,1.175691399,0.562970346,0.840600422,2.65E-09,459.2710454,-0.004465444,-0.004465558,1.733518083,0.136076499
3.880301215,2.860103196,3.468791895,3.795655551,0.38925492,6.63E-08,412.0509449,0.04676962,-0.011603582,69.44012868,0.991863538
0.81953449,1.490693156,1.956099218,3.620416109,0.405070335,2.79E-08,337.6026532,0.023736447,-0.034039737,42.45541023,2.375871421
0.860810063,2.234658356,2.035409326,4.06557934,0.46391803,3.66E-09,397.4088599,0.019192927,-0.038346746,23.45874041,2.671731907
2.096470813,1.723306869,3.478629786,1.655143459,0.640558068,4.81E-09,484.2549433,0.03402826,-0.024196899,114.6287289,1.353821692
4.737765702,1.78144054,2.601497388,2.499508252,0.284752054,2.36E-08,423.4425956,0.039169273,-0.019347949,45.39199799,0.424149392
3.50857691,1.169435787,4.154149819,3.466010847,0.070653586,9.03E-09,444.2981255,0.036070546,-0.022406834,58.19472868,1.362007434
3.554014805,1.637376942,1.201633293,2.478958267,0.177106572,1.46E-09,367.2527759,0.036056181,-0.022444875,19.05491104,0.238758706
2.128639959,1.676962493,4.054767214,3.637965966,0.446104317,1.92E-09,337.696755,0.034053938,-0.024183698,81.02945479,2.200434093
3.17147356,2.266606304,0.789058616,3.352880338,0.303802312,3.10E-08,351.128446,0.014878409,-0.043568494,1.006233644,0.351265245
0.545590328,2.851599998,1.373242461,1.015915114,0.738064905,4.54E-09,406.6355188,0.037154411,-0.019355914,435.0404624,0.873242217
3.362432209,1.323303194,3.452673715,4.014694045,0.146021063,1.04E-08,356.0440307,0.037338321,-0.021116977,47.71717379,1.184255343
4.609791264,0.605501171,4.347165454,3.743043616,0.875718703,3.41E-08,408.3929575,0.019769893,-0.038728586,13.0651131,1.152687906
3.256580608,1.740737814,1.637058325,3.451254744,0.855794462,3.18E-08,441.5583855,-0.008440328,-0.008441277,1.100357098,0.503756808
4.431643671,1.86115333,1.972362226,1.197921228,0.867881135,2.16E-09,446.8791752,-0.005975408,-0.005975538,1.54296204,0.218031592
3.75787875,0.921101378,2.917043367,1.70598402,0.715648999,1.57E-09,332.9369879,0.044490159,-0.014023525,102.4987785,0.557684969
1.042512874,2.401161516,1.452077629,2.269296642,0.146299974,1.52E-08,450.0861698,0.032530753,-0.02538619,80.39946086,0.858302607
4.561039883,2.962322771,4.150203177,1.759683297,0.444323814,3.04E-08,434.5376279,0.037589965,-0.020814849,65.58598684,0.873481008
0.7989973,2.864436793,3.981364903,1.525146308,0.168264835,1.99E-09,302.4010267,0.040162702,-0.017151091,427.7896818,4.381824041
2.902853626,0.992765097,1.153812704,4.124109516,0.938929273,5.55E-09,311.774435,-0.007109762,-0.007111755,0.34711201,0.610767536
1.139617057,2.6884081,2.587233793,3.372045109,0.349734581,5.50E-08,429.2499004,0.028552701,-0.029182701,72.01063966,2.108003474
0.552679748,2.261234091,3.98672495,3.044624592,0.576797488,7.73E-08,376.7407799,0.039475543,-0.016980898,472.7482774,7.335360685
2.399154171,1.63461641,2.01798289,1.516787199,0.751453749,8.09E-09,329.2207999,0.037314075,-0.0210385,98.8010366,0.44941327
1.827683184,1.851527486,3.348980702,4.63134453,0.878554476,1.44E-09,308.8793118,0.02973945,-0.028277863,45.23458974,2.332141518
2.687002222,2.624000437,0.725959047,1.360323676,0.729992953,3.28E-09,331.8796681,0.035981321,-0.022360913,29.21988381,0.10219626
3.09739949,1.700337349,3.239099422,4.077279198,0.657053401,2.92E-09,491.5027929,0.026932536,-0.03144693,24.62459218,1.1984529
0.696825825,1.433018423,1.18693841,4.850027,0.469383604,3.01E-09,445.5131283,0.023809257,-0.03379072,12.6240661,3.333197508
1.053514828,1.733118733,4.237624963,3.771917282,0.59486012,9.72E-09,405.5410842,0.037261532,-0.020385676,197.0922697,4.777964451
3.013890784,1.94782451,2.099522586,4.967864488,0.134747428,1.47E-08,488.3081,0.033561036,-0.024833061,15.5119531,1.02892912
2.044253089,0.972694134,1.766992382,3.429730026,0.845530288,1.76E-09,423.8220875,-0.00734878,-0.007350876,1.51635292,0.84820637
3.781280694,2.752269326,4.284000395,1.478571546,0.539399578,6.01E-08,445.1290377,0.03877433,-0.019567692,84.79767363,1.095579489
3.435312419,2.185467372,0.725648104,1.417187722,0.086121545,1.74E-08,356.5303637,0.036049192,-0.022434976,21.50399272,0.084127747
4.305219633,2.083172293,2.284739597,1.960539279,0.877911913,1.56E-08,417.7963687,0.030689114,-0.027752073,33.81340353,0.339830664
3.61621772,0.748740565,2.165015933,0.532085091,0.490371776,9.43E-08,328.6954489,0.037477738,-0.021094598,77.54897802,0.287631788
2.434689848,2.010434845,1.781601684,3.567643115,0.831730227,1.80E-08,380.896629,0.025599396,-0.032680266,14.70630833,0.735414583
3.528349801,0.802401656,4.602894494,1.709005031,0.821199159,7.21E-08,306.648065,0.04066911,-0.017748105,100.1349367,1.369763469
1.739215284,0.696744188,3.879177771,4.168324545,0.784176429,3.74E-09,343.3256175,0.035087722,-0.023144472,88.84640957,2.731051405
1.878410745,1.818277239,0.787654239,2.116276928,0.105262717,3.02E-09,314.9737259,0.030959619,-0.027413782,17.02667922,0.278774469
4.05043322,1.506963835,3.716093522,2.659804221,0.272359981,1.08E-08,377.5557639,0.039506436,-0.018984743,67.60905301,0.889478482
2.508887824,1.972025675,2.872846099,4.845600125,0.837993085,1.04E-08,468.6070329,0.023888788,-0.03433116,16.16064015,1.521114503
4.092711532,0.72305542,4.553905525,1.589774554,0.85909195,2.84E-09,375.5868213,-0.009506808,-0.009507227,4.713382979,1.136012081
4.200900682,1.577457657,1.908255278,3.745643438,0.462261976,2.51E-08,466.3279252,0.026184181,-0.032325898,9.20403447,0.478973578
4.359030519,0.936966788,3.083728998,3.898030052,0.446037321,1.15E-09,431.2996625,0.035750382,-0.022790076,30.6762094,0.776791885
4.624858561,2.967750215,2.753398736,1.494491709,0.20762657,2.41E-08,401.9058893,0.047063265,-0.011395748,95.80134353,0.395947072
2.439433492,1.902875531,2.703024078,2.754485765,0.92156971,8.21E-09,347.3783387,0.026141167,-0.032112251,37.13107641,0.914995407
1.934900682,2.218592152,2.552474298,2.075908664,0.241824628,2.39E-08,484.4312186,0.032165271,-0.026063615,86.03133491,0.916186172
3.11989436,1.313545702,1.42533264,3.973578095,0.221843106,9.00E-09,310.8401618,0.026046858,-0.032442734,6.799985725,0.582218668
2.170275905,0.736847287,3.900694651,3.301174936,0.644656073,9.01E-08,437.7826035,0.027786024,-0.030580758,55.53952923,1.949859203
3.204833751,2.939677157,2.531012147,2.641923747,0.268559873,4.67E-09,424.2479786,0.033094673,-0.025245762,44.20484795,0.619990231
3.675136382,1.215647588,4.813323238,4.007134693,0.89489445,9.23E-08,388.2083045,0.045027524,-0.01335526,87.27016243,1.741843216
3.597822583,1.559520463,1.673637922,1.558200065,0.059816296,1.35E-09,348.0641911,0.036070756,-0.022427877,52.10976445,0.227294794
2.185487992,2.124659804,3.572347278,3.891298463,0.055177936,2.33E-08,386.1391874,0.01957685,-0.038669469,21.47214744,1.857384545
1.250870908,0.561743244,4.733226858,4.394184404,0.504389121,8.10E-09,474.5545451,0.035916076,-0.022061076,148.6033942,5.170399416
2.437382023,2.525647826,3.485562454,4.453797186,0.489256214,4.41E-08,467.3532221,0.022471599,-0.035728297,21.38226941,1.777844574
1.141673648,1.841445475,4.420728084,4.026531169,0.19702762,3.80E-08,488.27625,0.034149322,-0.023653408,148.8385118,4.865804639
4.505436658,1.195542968,4.223664319,2.336063751,0.495067607,3.98E-08,361.5586413,0.033217112,-0.025293612,48.66899892,0.962262497
2.056448573,0.654019963,2.12052972,4.918136102,0.420494995,1.55E-09,377.4208317,0.029753906,-0.028637905,18.48931928,1.496986264
1.195068863,0.906246039,3.20055773,2.208171397,0.851296573,4.41E-08,303.7452305,0.034841969,-0.023171631,182.1812254,2.190158441
0.61451492,2.737584647,1.203176029,3.373814296,0.058328528,2.68E-09,488.5899989,0.03285452,-0.024431895,54.22184876,2.081397217
3.406200738,2.21506056,2.909866472,1.224833801,0.928642825,1.13E-09,365.8780184,-0.006431597,-0.006431746,2.574192997,0.541638297
3.366060429,1.124754304,1.536898873,4.912020044,0.611953488,2.73E-09,380.8327643,0.020905951,-0.037577786,3.178020564,0.776873402
2.03271875,0.664001912,3.846815667,3.667936648,0.186659101,9.09E-09,481.5609223,0.036087127,-0.022284566,90.08344434,2.147248418
0.8227035,2.226538281,2.876262899,3.890198954,0.092084012,3.05E-08,405.319686,0.035623484,-0.021916833,146.9500963,3.709718376
2.343330027,1.931019315,2.350523132,0.795995165,0.534295093,2.74E-09,413.2349084,0.041844986,-0.016482502,159.2281261,0.531076156
1.900478728,1.511298811,1.709586933,3.935380164,0.261401149,1.68E-09,335.2465676,0.024351297,-0.033967946,13.5698861,1.040482073
3.547042879,1.409028623,4.994143168,3.986255431,0.321048983,1.96E-08,399.7320042,0.030953869,-0.027469538,44.03131231,1.908568907
3.226006623,1.04203569,0.822697344,3.522977269,0.270618948,9.29E-08,483.6417202,0.032931056,-0.025606131,4.77559634,0.381107841
2.140671777,2.174028141,0.696023063,1.813593262,0.635155082,1.59E-08,411.7436176,0.025601201,-0.032734644,10.78017463,0.182460794
1.480516494,2.926670069,1.477658302,2.70360519,0.548176066,2.41E-08,351.0232729,0.025200985,-0.032766807,26.98077526,0.742355929
4.946161848,0.939288115,4.869826064,0.996954671,0.120176981,1.33E-08,306.2361728,0.037793186,-0.020756532,53.18572043,1.055299851
2.543007295,1.99279155,4.906571757,2.622141799,0.52387388,3.67E-08,367.2603547,0.041920774,-0.016323704,138.8453708,2.268714923
3.597234061,1.560462639,3.447174806,1.597207337,0.762070789,8.95E-08,414.5181828,0.03925329,-0.019159459,89.42623265,0.775237211
1.132488354,1.616721804,4.460480002,2.070936439,0.123075132,1.23E-08,308.5226577,0.03696504,-0.02097716,249.4086033,4.065102309
2.685153648,1.1353682,1.462827789,1.231701838,0.850765079,6.82E-09,421.9585155,0.044015443,-0.014452594,113.208401,0.221573542
0.623915239,2.562837189,4.874189424,1.535244655,0.570475985,5.26E-08,404.6827654,0.041949131,-0.014362718,594.3804668,8.117724076
2.774548031,1.71313901,1.142531826,0.844558888,0.905562022,8.70E-08,456.6870938,-0.003107765,-0.003107909,0.599197286,0.122721768
4.838078332,1.85851463,0.955063347,4.639556149,0.183327096,1.81E-09,305.7776345,0.035367292,-0.023164739,2.887934654,0.428958515
2.228930208,1.261902282,1.004951927,2.886848096,0.944208499,1.43E-08,456.169469,-0.010293028,-0.010294192,1.409681274,0.418223412
0.675482057,0.954521164,3.079075655,2.285338871,0.629845579,3.85E-08,404.1754092,0.038664022,-0.018963697,379.1764506,3.641228271
0.639301059,0.714775971,4.014384803,2.907631457,0.56074478,1.17E-08,374.1058666,0.04053645,-0.016929202,446.3700104,6.459456536
2.24594042,2.285297852,2.1500023,3.327319528,0.513751662,6.58E-09,493.0765953,0.025466929,-0.032794515,23.20726143,0.871336954
1.220112214,0.990585704,4.900531945,4.64845457,0.071288936,2.04E-08,332.0239094,0.025590637,-0.032450096,73.84456162,5.749626137
0.605084433,2.225188385,2.454890622,1.304118285,0.895675272,3.47E-09,408.2650238,-0.009389601,-0.009390345,29.34007665,2.210961124
3.902961263,1.475941115,1.177018478,1.829986244,0.629595026,4.99E-09,364.1962947,0.016159906,-0.042369007,5.344163964,0.151718373
2.56335354,1.539437002,2.596850367,4.891052014,0.132463836,9.65E-08,405.4972758,0.037140932,-0.021227145,32.32847202,1.380367602
1.801601474,1.67294374,3.555667244,2.17036844,0.068856953,1.87E-08,410.4550905,0.037390094,-0.020875829,147.0820563,1.734661149
4.550374324,1.41927127,4.245016012,0.601527428,0.095705275,5.57E-08,317.8896497,0.039148908,-0.019386196,47.75746747,0.863476767
1.022625321,0.751549943,2.564457305,1.164395717,0.598456187,4.13E-08,432.2270294,0.042383363,-0.015795905,367.978773,1.494985533
4.80163473,1.274079525,3.171230717,0.618524158,0.602613873,2.02E-08,426.8962992,0.039190675,-0.01934781,57.46841038,0.460372252
1.912850228,2.159335902,1.703051205,4.954654141,0.499700563,4.80E-08,453.8934549,0.025054867,-0.033130346,9.513505082,1.440161694
4.497816525,2.164461004,3.406624369,1.75491882,0.326089239,3.75E-09,318.1316987,0.047345554,-0.011138022,101.3539596,0.617184715
3.213242944,1.215560768,4.936873748,4.655942406,0.528568458,1.88E-08,359.4517094,0.034551678,-0.023844859,52.91334651,2.225082525
4.220183119,1.650256566,0.720741077,4.981488241,0.514671639,1.52E-08,430.0221199,0.021024175,-0.037491976,0.590348699,0.539461652
4.928059234,0.98361807,4.489388018,3.199285495,0.067474004,1.76E-08,327.3461652,0.037418351,-0.021120672,49.77007283,1.066832562
1.79782447,1.025930204,3.030271262,0.649383418,0.304222307,2.17E-09,435.5196422,0.038390528,-0.020000233,154.6070883,1.12046424
2.252668527,2.741866375,4.797003695,2.667150748,0.860139276,3.74E-09,366.9863106,-0.009672709,-0.009673244,8.235416716,2.428574627
2.234803571,1.026766663,2.675094364,2.327774058,0.702700847,1.60E-08,469.3422245,0.029122015,-0.029280081,57.97977679,0.902463138
2.031741969,1.068834692,1.992606133,3.227797876,0.946503653,8.81E-08,454.8582581,-0.008449984,-0.008451182,2.648055126,0.842102223
2.936334233,1.199003582,1.316739327,2.474815144,0.321954137,8.09E-08,428.952143,0.036063108,-0.022447315,26.732174,0.309754283
1.193652694,0.818520179,1.600034946,4.703345822,0.840637263,2.85E-09,474.0916833,-0.006476783,-0.006485524,1.000166517,2.127349005
2.991701684,2.098157208,4.247820687,2.906328719,0.592748841,4.07E-09,441.8539088,0.036492606,-0.02181932,80.21251452,1.544074002
2.937671656,0.687857383,3.264845042,3.621767277,0.457812866,1.18E-09,403.875021,0.038027293,-0.020456692,59.75850585,1.174496546
3.928558157,0.835506066,4.609605288,4.534183727,0.2503158,6.28E-09,495.9435001,0.036997671,-0.021483962,47.68600384,1.626544883
4.251424829,2.111891816,1.543858035,1.160923441,0.714552949,4.67E-08,438.971216,0.036050153,-0.022421789,52.0346295,0.148842305
2.481986076,1.349151551,1.045123582,1.533805944,0.863726674,6.78E-08,420.2734354,0.027488889,-0.030949659,26.32480219,0.177702291
1.860499622,2.269869567,0.527393889,0.982933972,0.261777558,2.97E-09,381.7741122,0.035989895,-0.022361483,42.57225069,0.077387259
1.667007038,1.893561862,2.785379169,1.128372797,0.207851301,3.40E-09,480.4824997,0.040678186,-0.017555317,210.9355111,1.064094427
1.375807265,1.140052933,4.992381187,2.806627851,0.676599724,2.77E-09,359.1418191,0.038055294,-0.019875532,207.6421869,4.363752769
0.75941412,2.127069876,3.62734371,1.945306665,0.929275846,5.01E-09,301.8439188,-0.009839133,-0.009840063,25.57824762,3.774181863
2.041015905,0.790684201,1.887775664,2.404277778,0.724959591,4.07E-08,339.3481045,0.02563058,-0.03280878,33.37713446,0.624267804
1.716114615,1.841025958,4.445863624,4.921204243,0.306122665,1.97E-08,321.9034984,0.028891837,-0.029151968,58.99398561,3.689319514
4.848878236,1.592870263,4.017750197,1.205169565,0.427959882,3.73E-08,363.7987548,0.042742879,-0.015777467,79.1457394,0.746194212
3.009689718,1.169683957,0.569368247,2.933654319,0.395885872,1.47E-08,465.1757355,0.02271047,-0.035820923,1.709494976,0.272785446
2.062746676,2.010012494,4.175872162,0.944920198,0.816885516,3.28E-09,430.3059371,0.043336439,-0.014697379,175.9931422,1.849112355
3.112104204,2.678333981,1.852370408,1.93323341,0.744233701,2.86E-09,333.7961178,0.035430971,-0.022895087,52.2204682,0.342014261
1.126385156,2.997261749,1.173530591,2.873866657,0.580077891,1.04E-09,457.7643442,0.014539349,-0.043199533,7.352258451,0.892390075
2.498196871,2.019406922,1.518488779,4.759842857,0.297463199,3.65E-08,400.8439732,0.031418101,-0.026930994,10.01652127,0.988236053
