LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn", PDmax, flux (W)
4.543493848,2.294190394,1.946581151,1.363889776,0.181823684,1.75E-08,343.8793421,0.036084316,-0.022422558,50.96415757,0.216028187
3.228930768,2.941544093,1.2183347,2.696987116,0.830938053,5.50E-08,405.208725,-0.004204483,-0.004205173,0.25421508,0.303378609
0.541386732,1.443004456,1.42332275,2.305466725,0.30573468,1.20E-09,302.209272,0.029869494,-0.027715964,124.0739054,1.637878323
0.956621943,2.504600421,4.048483289,4.080035131,0.754707686,2.07E-08,395.111911,0.035571533,-0.021603789,176.8163585,5.087338952
3.485757961,1.586327408,1.252381345,3.936219616,0.653895034,4.97E-08,367.2102093,0.020394868,-0.038074692,3.010903367,0.48483149
0.522777127,2.67383418,0.628058263,1.102994065,0.58824124,2.23E-09,434.9739212,0.03124017,-0.025806107,124.9400343,0.356065825
1.223636231,0.951643853,3.332097242,0.898335737,0.222928564,2.11E-08,427.6707168,0.039452844,-0.018775512,260.6646043,2.00211428
2.969302052,2.869215443,4.891924037,4.586692745,0.248633168,4.47E-08,376.167176,0.037942789,-0.020278546,69.27340395,2.346494953
3.61352839,1.046929271,1.990462166,2.90978775,0.092613564,3.77E-09,301.4545963,0.035040281,-0.023497367,29.50553853,0.441954461
3.433825668,1.315551267,1.033950664,4.360104218,0.266641187,6.46E-09,350.4547259,0.031766911,-0.026744555,4.298070435,0.550234061
1.509211893,2.390480585,3.066742964,0.761680043,0.360899249,1.38E-08,426.66957,0.03932989,-0.018729146,205.1518835,1.362688245
3.704806496,1.484387854,4.57859395,2.869320274,0.799830773,1.09E-08,314.4746686,0.037051981,-0.021331962,69.91297759,1.415094493
1.567620894,2.020528442,4.028278009,2.927419316,0.3797534,1.20E-09,321.5284844,0.037918839,-0.020116962,159.2065347,2.68485326
1.964298642,1.611433753,3.301321408,4.373159146,0.729159604,1.58E-09,429.4070049,0.024218012,-0.033952443,29.48181322,2.0379544
3.859211323,2.355924843,1.917754235,0.939244992,0.445498053,1.59E-09,451.1534802,0.042741807,-0.015717016,97.63001194,0.225733213
3.423348046,1.070828131,2.93846078,1.582005037,0.756381481,3.35E-09,364.3099416,0.04963612,-0.008839506,144.4101136,0.609260552
4.321505347,0.646144968,0.910601786,2.329422412,0.92864444,3.10E-09,397.9346131,-0.010188162,-0.010188829,0.873147664,0.149437343
3.459258015,1.249823494,3.555254409,4.396286639,0.265857402,3.05E-08,489.142273,0.036049925,-0.022408101,40.31819818,1.277116074
3.057388715,1.685771662,3.762932085,4.724974918,0.826107451,1.40E-08,489.1087124,0.036355014,-0.021963118,45.58901457,1.634030863
0.921536455,0.92005013,4.842642303,4.967260788,0.609641678,3.37E-08,361.5005549,0.026917346,-0.030675507,103.0769359,7.709037597
2.154721114,1.386993224,1.671788114,4.816370689,0.785564835,1.38E-09,461.997575,0.024345996,-0.033951137,8.115528094,1.216085897
1.693410655,1.499957546,0.583053886,0.526737901,0.636427312,9.34E-09,418.7888106,0.035995731,-0.022363464,113.3430132,0.057529659
1.597953395,0.643479609,2.95523809,0.714687537,0.431554557,4.44E-09,495.0968987,0.039966514,-0.018438656,198.3364478,1.205848953
4.878547496,1.95826812,3.68055727,1.164230686,0.255267445,5.01E-08,395.5227139,0.040010141,-0.018504434,69.4508466,0.62456767
2.268939761,2.71085857,4.056833641,2.069879435,0.113031703,2.60E-08,454.9413736,0.038055164,-0.020146459,129.6311772,1.718155071
4.514209498,0.879357282,1.371825199,4.234631139,0.531966528,5.48E-08,453.6274259,0.011011257,-0.047556001,0.700170707,0.437135511
3.340123817,1.994520034,1.677887911,4.516952879,0.941293485,1.24E-09,399.4865735,-0.01309063,-0.013091809,1.706384769,0.703321305
4.076650866,2.161848012,2.806659164,1.340754828,0.714237625,2.76E-08,459.1260229,0.045130043,-0.013290355,103.6443396,0.45569989
2.761866919,1.548336701,1.987703645,3.288488682,0.344610987,1.20E-08,352.2080667,0.034655465,-0.023781562,31.77833004,0.650312333
3.096067481,2.252743968,4.37230169,4.628128933,0.79448432,4.47E-08,324.4506073,0.034180793,-0.024074201,48.1202461,1.930363726
2.716329622,1.526828859,2.631920692,2.586792812,0.7420856,1.03E-08,385.0327489,0.034313917,-0.02407534,59.49582309,0.764845859
1.378593445,1.76159322,4.098103898,0.965946074,0.303472214,1.20E-08,488.7261313,0.040725151,-0.017343759,236.0617931,2.656599426
3.751034519,0.518382611,3.112788922,2.560161425,0.062876741,1.27E-09,400.1489216,0.025775443,-0.032779742,28.18338811,0.712212189
1.763475631,2.229300285,3.978905637,2.19107706,0.156346375,2.17E-08,427.0518277,0.036418434,-0.021703261,149.1324743,2.155945502
0.609421849,2.153356697,1.997028439,3.099460982,0.839575571,3.52E-09,424.8324912,0.025775084,-0.031085525,87.22494339,2.710331965
3.404625332,0.596002193,4.241374799,2.47396408,0.802906732,1.09E-09,326.5145735,0.045515135,-0.012936325,118.5032604,1.299341376
1.296998057,1.420625268,1.73557542,0.578056671,0.315688101,1.36E-09,378.0593765,0.038647425,-0.019622868,245.0456443,0.520870031
4.73206363,2.947579602,2.957444636,4.9729898,0.306675884,8.21E-08,441.3877946,0.031602964,-0.026824984,15.0604927,0.854623285
4.792678597,1.551841406,1.463032009,2.94593107,0.763578488,4.92E-09,494.3980197,0.017955946,-0.040573467,3.643695489,0.254724832
4.616889756,1.754863513,2.639869347,2.6313384,0.893963723,5.45E-08,333.6035477,0.030596101,-0.02787835,27.46504467,0.457233928
2.165714151,2.774825395,1.931788443,4.795778172,0.751223531,8.31E-08,382.0883781,0.027140426,-0.030963084,13.01704107,1.290889261
0.569554774,2.29315469,1.700165438,1.201371654,0.595020809,7.70E-08,319.01876,0.030908772,-0.026108773,296.6430207,1.273935274
4.677433532,1.955175328,4.851432581,1.351569211,0.268404215,5.80E-08,348.4752919,0.044841503,-0.013645104,88.91740027,1.121018501
2.426828667,2.494511703,1.220333475,4.136066371,0.523173123,6.16E-08,375.3518687,0.029026432,-0.029265356,7.632875633,0.745086859
4.849946686,2.660915666,4.042966269,1.67373986,0.260160673,3.78E-09,408.1286496,0.041284483,-0.017176189,74.57857084,0.777927274
4.836289897,1.642220179,4.928742318,4.096521978,0.777210278,2.01E-09,346.1133764,0.044867858,-0.013578712,65.93433027,1.388116388
4.33854255,1.687770912,0.589556677,1.721900673,0.398264972,1.90E-08,345.5125322,0.036084355,-0.022472958,8.641568684,0.077003273
1.825020014,1.465127339,3.645623363,0.649344336,0.800327495,9.47E-09,455.5659958,0.045884714,-0.012242663,195.8962186,1.583427897
2.232939779,2.91676535,1.638103125,2.826566257,0.393448296,1.58E-09,492.5283326,0.026435794,-0.03179779,21.50290974,0.569128419
4.330115022,2.242915636,0.682195209,1.385088954,0.791734465,2.27E-08,364.7225936,0.036053962,-0.022440799,16.04610226,0.061888515
1.926149023,0.708057666,2.313003105,3.910308318,0.349986034,1.34E-08,437.5984037,0.028195548,-0.030203873,29.21575457,1.291709408
1.26271736,2.657399058,4.708480146,3.38539835,0.446119434,5.32E-08,351.6160923,0.035605179,-0.022011316,175.2287878,4.493896851
3.005605681,1.701399852,0.552942925,4.656212006,0.603939577,1.65E-08,485.590451,0.026086599,-0.032359306,0.865624041,0.650403682
4.712696484,0.671884766,3.145485614,4.023447608,0.113258853,1.41E-08,434.580472,0.036089047,-0.022464692,28.46409762,0.754858329
3.632134085,1.874293138,2.756284154,1.313491797,0.903386356,7.61E-09,460.5353709,-0.015880044,-0.015880206,14.41146441,0.469631985
3.065275265,1.542910697,4.43022874,4.100712065,0.566245208,8.43E-09,309.8708086,0.034555857,-0.023812317,56.43441792,1.858636699
0.937294222,2.694373512,0.878007715,3.387816702,0.507038013,8.11E-08,419.7011936,0.023319267,-0.034357126,10.0280095,1.229702129
3.26753252,1.009986509,3.566867134,3.510282388,0.805454574,1.89E-09,405.5224663,0.027716913,-0.030728611,32.22509107,1.170421046
4.955242325,2.566161524,3.560493643,4.245182987,0.829186457,7.81E-09,358.5993814,0.036075793,-0.022330849,29.4427856,0.869338527
1.130378069,1.894221728,3.510860076,3.082208311,0.520034364,2.05E-08,352.485997,0.03262735,-0.02517522,142.5877883,3.044203399
2.832483436,0.636525758,4.740505227,2.597015815,0.884536093,7.35E-09,416.0049605,-0.005553882,-0.005555081,2.171323699,1.856847678
4.448178824,2.929613253,4.203893881,3.364884659,0.108263989,3.68E-09,441.297127,0.033188198,-0.025216034,40.22267227,1.078630059
3.83345878,1.78153811,0.688877268,1.84080843,0.151903213,3.76E-09,306.6345514,0.036073167,-0.022465763,11.43748355,0.10393432
3.636570834,1.227192136,2.619872828,1.32168709,0.587109407,2.93E-09,413.4803164,0.04069012,-0.017815338,93.1734252,0.450191502
3.661178378,1.673517105,2.290788753,3.274645271,0.368659276,4.87E-09,334.0919058,0.021778001,-0.036701084,11.59872916,0.56537298
2.11771018,2.644644459,1.895662495,1.552317661,0.46780265,5.54E-08,328.0725463,0.033970563,-0.024254183,87.31702885,0.463099213
1.821163299,1.262257811,2.531015263,0.859617992,0.345271296,1.02E-08,424.6238976,0.042330914,-0.016046429,209.6408061,0.792821657
4.1421252,0.981690991,2.228873832,0.502493831,0.41425278,3.02E-09,362.1740234,0.042923497,-0.015650647,85.89407783,0.265119087
4.145510276,0.822678117,2.445502549,3.237437306,0.790381712,5.88E-09,388.1760466,0.026810313,-0.031719882,17.14353469,0.533140376
4.401825434,1.244648496,4.906678395,2.129669526,0.58412858,1.63E-09,371.9997619,0.039913671,-0.018568632,76.38140632,1.272302051
4.609582487,2.450120218,0.898848386,3.885399368,0.947610094,6.43E-08,429.667264,-0.006153969,-0.006154901,0.11466015,0.325311556
2.801040795,1.679065913,4.650038914,2.188293792,0.758191278,6.55E-09,394.0239532,0.04105278,-0.017207491,125.1639635,1.81029591
2.756823326,1.068704009,2.661065211,2.687015517,0.296299629,9.14E-08,492.6917324,0.036738698,-0.02173111,65.43884177,0.78363326
4.092328305,0.915462499,3.306840105,2.331882378,0.287910606,4.96E-09,370.4765518,0.036098364,-0.02244534,56.38992092,0.694590108
3.424837688,1.331823691,4.23582335,3.42758656,0.352308443,4.71E-08,448.0568681,0.039249945,-0.019197969,72.64104503,1.430768234
3.658850948,2.849810932,2.122083631,2.102626229,0.808933533,3.26E-09,351.4585135,0.034230057,-0.024113053,43.62711306,0.370453689
4.081067012,1.357566781,2.436898586,4.836954425,0.074558886,1.42E-09,401.7506185,0.031831208,-0.026676411,13.73808843,0.81511277
4.505024038,2.97031019,2.342833161,4.71266144,0.257163151,1.16E-09,410.5139504,0.030722897,-0.027708171,11.36315373,0.692746744
2.020978206,1.713076139,2.186289601,4.316125562,0.864426578,1.63E-08,365.8218562,-0.009078616,-0.009080571,2.278986006,1.322422201
2.190123287,0.947909796,4.664881947,4.641351218,0.625906792,4.20E-09,394.3561058,0.038711302,-0.019568731,92.68888876,2.995558638
0.922918729,2.727850229,4.23018451,2.521128598,0.254162386,7.71E-09,355.8557276,0.0386327,-0.018781391,310.3644889,4.654779666
3.102260634,1.650888433,0.990499954,2.913936786,0.247230471,4.34E-08,301.2001563,0.020721357,-0.037767633,3.933741392,0.307068414
0.661740232,2.274178359,0.986555086,3.839416667,0.826356292,3.13E-09,343.1296603,0.019031259,-0.038100537,9.309542581,2.215291247
2.595191082,2.959278958,2.425412817,3.632656662,0.854381757,4.14E-09,440.0128345,0.028808806,-0.029340915,26.89311229,0.928050638
2.941900856,0.625438376,0.943958195,4.50805368,0.280517982,4.91E-08,454.1926049,0.015079769,-0.043452114,0.892092793,0.668181582
1.789435635,0.741736399,3.285918929,3.723489623,0.428459322,9.67E-09,356.0405734,0.033570574,-0.024757217,74.66306706,1.975459902
3.158749673,2.301141854,1.146612233,4.990481187,0.801136165,4.52E-08,381.6085998,0.019428822,-0.038925245,1.646202097,0.776079861
0.637251125,1.204562508,2.850679688,2.068276099,0.743906695,5.61E-09,307.473132,0.035891125,-0.02149038,351.5436019,3.267189796
0.668066849,0.960753492,0.532489762,4.24848984,0.782524496,6.26E-09,347.4125802,0.019396313,-0.038389533,2.394339909,2.420933689
4.201702523,0.5984047,1.924683568,3.639356703,0.516558372,2.16E-09,455.8438567,0.017129453,-0.041440548,4.175570303,0.466387359
2.120857886,0.55461678,3.547358257,3.611239003,0.870394143,6.80E-08,421.1972541,0.037758494,-0.020596199,89.15626405,1.816053288
1.071772307,2.436214008,2.678175231,1.966260177,0.34335639,6.22E-08,341.1541044,0.025015392,-0.032765013,100.7590272,1.729895761
2.85009467,0.836083568,4.902212687,4.035208066,0.191004921,9.30E-08,351.488399,0.03408341,-0.024319961,64.79674986,2.318087419
3.964970989,1.66930154,4.433467082,4.551692101,0.687859099,6.38E-09,463.3604046,0.038484188,-0.019935793,49.12524116,1.526022362
1.471194624,2.014742038,2.115818506,1.483468077,0.535418974,4.34E-08,341.8168406,0.027026152,-0.0310811,88.24330554,0.781138847
3.303007141,1.570879501,0.704689437,3.314735767,0.819127192,6.76E-09,366.8315452,0.024973797,-0.033499113,2.243517258,0.322544801
0.884063592,0.567766631,4.305318351,2.264606731,0.123043324,8.10E-09,432.8717383,0.036743659,-0.021264563,304.993272,4.97812435
0.732567745,2.458753756,4.600554396,4.952966537,0.809323163,4.57E-08,412.2224771,0.030127362,-0.026340348,154.7564934,8.823596932
2.891095842,0.526283061,4.19282327,2.654747671,0.313965188,2.26E-09,392.174041,0.036921356,-0.021548609,88.43206425,1.52694704
2.932858047,2.404724736,1.075774734,1.527440782,0.6393701,2.76E-09,479.9482182,0.028339967,-0.030046097,24.74622782,0.154390108
3.368434557,2.733261234,4.990618105,2.218359313,0.08611591,4.26E-09,343.9420925,0.041491309,-0.016843846,106.914705,1.717544259
3.767411002,1.582099803,1.663628997,3.442272754,0.598623167,3.77E-08,448.2839782,0.018550145,-0.039935976,4.73556354,0.433220836
4.891334358,1.838856183,3.758922108,0.842402171,0.69554452,5.56E-09,331.8127681,0.04734819,-0.011121748,88.27128485,0.637194101
2.823351567,1.692458482,4.586156944,3.216208641,0.381875193,5.20E-09,423.1467667,0.031968567,-0.026377294,64.25382483,1.923547613
1.953304128,1.473021547,1.560592014,4.690511416,0.243869635,9.95E-08,474.1247127,0.024351919,-0.033967158,8.301340485,1.248562769
4.078337876,2.718561338,4.587163496,4.326632544,0.533867609,5.86E-09,391.5803571,0.031204544,-0.027148982,34.01754219,1.511598125
1.718745131,2.734833777,1.892667106,0.804530915,0.799871724,3.13E-09,444.8589014,0.035738671,-0.022177802,157.3197849,0.477698486
2.475371393,1.339540912,4.893859501,4.970254454,0.341192622,1.76E-08,464.0786706,0.036644287,-0.021642215,71.92875656,2.951490381
0.853053716,2.037674385,1.765670092,3.644271157,0.277222368,4.02E-08,327.205285,0.024392439,-0.033319512,36.2742326,2.119520609
0.614078345,2.817268905,4.790461211,1.230263709,0.301041778,1.38E-09,441.1653791,0.037210307,-0.019521279,453.3985314,7.854909512
4.831917866,2.905146247,0.740950929,0.555872401,0.904218938,1.73E-08,483.9682048,-0.007183215,-0.007183273,1.82062938,0.030001918
4.261910542,1.772397601,3.691724053,1.270771863,0.373349224,1.18E-09,415.274122,0.035284089,-0.023208048,62.29599593,0.724132021
3.631883927,1.632062013,2.894500102,4.271791643,0.053243816,1.13E-08,337.2244489,0.032731728,-0.025735779,25.21886768,0.936867268
2.34028825,1.19673579,2.650446847,0.597376962,0.753513087,3.27E-09,325.3885063,0.047454123,-0.010911245,185.7674143,0.660865197
1.27982444,2.897179683,1.505724414,1.549162866,0.679347316,4.10E-09,351.9470661,0.023120997,-0.034684261,54.84440373,0.538627825
1.203966692,0.857035761,3.675181054,3.907875179,0.165711438,8.59E-09,320.7026538,0.035271078,-0.022862584,130.2685545,3.508844979
1.626093042,1.94957394,1.358642712,3.137497412,0.936413824,7.15E-08,402.6788143,-0.010045779,-0.010047032,2.685603853,0.751582304
2.971519991,1.206375669,2.987788082,4.022310697,0.597256057,2.64E-08,313.9409365,0.035647259,-0.022782132,41.38273959,1.123709468
3.715681652,1.197520726,1.639604134,3.857677267,0.500701542,7.48E-08,344.6809249,0.019165275,-0.0393515,4.145434051,0.506068921
3.470888195,1.512421468,4.800296209,0.727706242,0.393997341,2.09E-08,387.9820888,0.048835208,-0.00961765,103.3986078,1.445835023
1.759702536,2.99698234,0.628840372,4.516301386,0.85880548,1.03E-09,394.7829501,0.019997131,-0.038005481,1.188042166,1.05202716
4.796893763,0.637415767,1.398777261,1.521643254,0.269567133,3.40E-09,413.079697,0.043076972,-0.015539531,47.98282383,0.130660595
3.820536125,1.946354546,1.590397729,2.990265981,0.30719201,6.48E-08,441.1229926,0.031448345,-0.027041369,15.61432857,0.347301654
2.994593236,0.706430395,2.363305216,3.399296704,0.160169726,1.94E-08,309.4457279,0.027941397,-0.030573936,23.13563548,0.740533731
3.252743358,0.886302075,1.547286088,1.258826949,0.733207186,9.19E-08,316.1241904,0.048333056,-0.010211529,115.6752757,0.201926471
2.388200281,1.598907354,2.711070906,4.893040655,0.585994352,2.05E-09,312.1718304,0.025609592,-0.032696292,17.63325522,1.535579722
1.614789453,1.776150328,4.426094855,2.696701802,0.598159552,3.92E-09,384.6300631,0.038271195,-0.019737269,173.1859261,2.982850808
2.101877054,1.146981021,3.704285396,0.75939213,0.246623388,5.31E-09,308.369589,0.042241448,-0.016154825,156.5411762,1.429952963
3.910307497,1.291142827,3.109828912,4.717679202,0.63605155,4.50E-09,449.2162534,0.024969756,-0.033496757,13.173958,1.03126725
0.564770699,0.717417551,0.900514301,3.138205294,0.738912603,3.19E-09,344.6000362,0.026039015,-0.031774181,25.07567078,1.812912893
1.022326882,1.25804946,3.622964488,3.646369391,0.372099678,7.71E-09,487.8424987,0.034294245,-0.023583855,153.7728135,3.862576944
0.707011889,2.916396098,1.248864279,2.863291055,0.77121243,1.93E-08,397.280751,0.031379059,-0.025654126,60.98657077,1.452140274
0.68327961,2.861768454,4.038653237,4.256320796,0.36391153,4.19E-09,389.2651505,0.031829802,-0.024949417,188.6569356,7.203375636
4.349572628,1.337195725,1.625255413,0.64910058,0.732324615,1.44E-09,456.1077385,0.045957015,-0.012577103,103.4532359,0.139958803
3.666460367,1.927134841,2.376719277,1.707702644,0.080357097,2.61E-08,442.6307968,0.036063515,-0.022397645,62.05467243,0.402209978
2.633782231,2.773988478,2.07711591,2.613417604,0.546048141,8.28E-09,421.4618082,0.032826575,-0.025450563,43.05337115,0.577883958
0.940253723,0.515459557,4.364662616,0.844716273,0.922573905,1.30E-08,487.0293413,-0.008012434,-0.008013167,12.20162308,4.328845049
2.712271438,2.526708926,1.069450064,3.676580012,0.933120141,8.14E-09,384.4518522,-0.004344607,-0.004346219,0.14906496,0.499491149
2.630622969,2.870923882,3.045401971,2.271485363,0.303577321,6.04E-08,461.7063352,0.039381847,-0.018885214,100.7901099,0.927811707
1.279408415,0.728314336,1.139277242,1.727005956,0.447259182,1.31E-08,376.0185891,0.033187231,-0.025221282,71.2100473,0.422165487
2.452332422,0.903619215,3.671581263,0.515204811,0.106680117,7.02E-08,467.6691349,0.036475024,-0.021998082,76.21380395,1.196179103
2.293271305,2.901865757,4.572851575,3.739236403,0.836007177,1.05E-08,351.8949258,0.034717649,-0.023236845,84.24784699,2.476918771
3.271325441,1.843850359,2.455734442,4.25214189,0.561714938,3.85E-09,357.8534146,0.034914634,-0.023495133,25.4705648,0.879660027
3.357921429,0.535491586,2.696415171,2.277682411,0.396590611,5.14E-09,435.5739068,0.018603347,-0.039950919,16.12366092,0.603963467
